Year,Reference area,Sex,COMPOSITE_BREAKDOWN,GeoCode,Value
2019,Chui,,Non-communicable disease: Cancer,KG08,96.580747
2020,Chui,,Non-communicable disease: Cancer,KG08,93.3
2021,Chui,,Non-communicable disease: Cancer,KG08,94.9
2007,Chui,Male,Non-communicable disease: Cancer,KG08,98.326898
2008,Chui,Male,Non-communicable disease: Cancer,KG08,93.646338
2009,Chui,Male,Non-communicable disease: Cancer,KG08,97.394384
2010,Chui,Male,Non-communicable disease: Cancer,KG08,98.545637
2011,Chui,Male,Non-communicable disease: Cancer,KG08,93.913043
2012,Chui,Male,Non-communicable disease: Cancer,KG08,98.115977
2013,Chui,Male,Non-communicable disease: Cancer,KG08,98.919568
2014,Chui,Male,Non-communicable disease: Cancer,KG08,102.73327
2015,Chui,Male,Non-communicable disease: Cancer,KG08,87.338262
2016,Chui,Male,Non-communicable disease: Cancer,KG08,104.440417
2017,Chui,Male,Non-communicable disease: Cancer,KG08,99.599822
2018,Chui,Male,Non-communicable disease: Cancer,KG08,105.538596
2019,Chui,Male,Non-communicable disease: Cancer,KG08,101.452371
2020,Chui,Male,Non-communicable disease: Cancer,KG08,103.9
2021,Chui,Male,Non-communicable disease: Cancer,KG08,99.5
2007,Chui,Female,Non-communicable disease: Cancer,KG08,78.163772
2008,Chui,Female,Non-communicable disease: Cancer,KG08,88.82874
2009,Chui,Female,Non-communicable disease: Cancer,KG08,93.261719
2010,Chui,Female,Non-communicable disease: Cancer,KG08,80.910853
2011,Chui,Female,Non-communicable disease: Cancer,KG08,90.100913
2012,Chui,Female,Non-communicable disease: Cancer,KG08,85.111427
2013,Chui,Female,Non-communicable disease: Cancer,KG08,77.997672
2014,Chui,Female,Non-communicable disease: Cancer,KG08,82.952468
2015,Chui,Female,Non-communicable disease: Cancer,KG08,78.009415
2016,Chui,Female,Non-communicable disease: Cancer,KG08,84.414157
2017,Chui,Female,Non-communicable disease: Cancer,KG08,83.243476
2018,Chui,Female,Non-communicable disease: Cancer,KG08,89.678511
2019,Chui,Female,Non-communicable disease: Cancer,KG08,91.851545
2020,Chui,Female,Non-communicable disease: Cancer,KG08,83.1
2021,Chui,Female,Non-communicable disease: Cancer,KG08,90.4
2007,Bishkek (city),,Non-communicable disease: Cancer,KG11,82.3
2008,Bishkek (city),,Non-communicable disease: Cancer,KG11,82.6
2009,Bishkek (city),,Non-communicable disease: Cancer,KG11,75.8
2010,Bishkek (city),,Non-communicable disease: Cancer,KG11,78.1
2011,Bishkek (city),,Non-communicable disease: Cancer,KG11,69.8
2012,Bishkek (city),,Non-communicable disease: Cancer,KG11,67.4
2013,Bishkek (city),,Non-communicable disease: Cancer,KG11,69.3
2014,Bishkek (city),,Non-communicable disease: Cancer,KG11,73.1
2015,Bishkek (city),,Non-communicable disease: Cancer,KG11,76.6
2016,Bishkek (city),,Non-communicable disease: Cancer,KG11,66.5
2017,Bishkek (city),,Non-communicable disease: Cancer,KG11,69.1
2018,Bishkek (city),,Non-communicable disease: Cancer,KG11,69.281561
2019,Bishkek (city),,Non-communicable disease: Cancer,KG11,64.193734
2020,Bishkek (city),,Non-communicable disease: Cancer,KG11,68.8
2021,Bishkek (city),,Non-communicable disease: Cancer,KG11,61.4
2007,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,84.714549
2008,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,86.525932
2009,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,80.16444
2010,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,79.312958
2011,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,71.020611
2012,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,72.957198
2013,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,70.037987
2014,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,74.12555
2015,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,76.627486
2016,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,65.121413
2017,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,68.593615
2018,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,66.947368
2019,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,63.74257
2020,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,67.3
2021,Bishkek (city),Male,Non-communicable disease: Cancer,KG11,62.7
2007,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,80.210238
2008,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,79.125338
2009,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,71.952032
2010,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,76.990376
2011,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,68.690784
2012,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,62.539615
2013,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,68.609217
2014,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,72.150364
2015,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,76.557864
2016,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,67.583269
2017,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,69.560273
2018,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,71.335927
2019,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,64.592003
2020,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,70.2
2021,Bishkek (city),Female,Non-communicable disease: Cancer,KG11,60.2
2007,Osh (city),,Non-communicable disease: Cancer,KG21,46.8
2008,Osh (city),,Non-communicable disease: Cancer,KG21,50.5
2009,Osh (city),,Non-communicable disease: Cancer,KG21,50.3
2010,Osh (city),,Non-communicable disease: Cancer,KG21,46.2
2011,Osh (city),,Non-communicable disease: Cancer,KG21,58.2
2012,Osh (city),,Non-communicable disease: Cancer,KG21,50.4
2013,Osh (city),,Non-communicable disease: Cancer,KG21,64.7
2014,Osh (city),,Non-communicable disease: Cancer,KG21,52.3
2015,Osh (city),,Non-communicable disease: Cancer,KG21,51.3
2016,Osh (city),,Non-communicable disease: Cancer,KG21,54.9
2017,Osh (city),,Non-communicable disease: Cancer,KG21,53.3
2018,Osh (city),,Non-communicable disease: Cancer,KG21,65.283917
2019,Osh (city),,Non-communicable disease: Cancer,KG21,58.823529
2020,Osh (city),,Non-communicable disease: Cancer,KG21,52.0
2021,Osh (city),,Non-communicable disease: Cancer,KG21,54.9
2007,Osh (city),Male,Non-communicable disease: Cancer,KG21,50.447518
2008,Osh (city),Male,Non-communicable disease: Cancer,KG21,61.538462
2009,Osh (city),Male,Non-communicable disease: Cancer,KG21,61.191626
2010,Osh (city),Male,Non-communicable disease: Cancer,KG21,54.20712
2011,Osh (city),Male,Non-communicable disease: Cancer,KG21,70.96248
2012,Osh (city),Male,Non-communicable disease: Cancer,KG21,56.542811
2013,Osh (city),Male,Non-communicable disease: Cancer,KG21,67.300079
2014,Osh (city),Male,Non-communicable disease: Cancer,KG21,48.875097
2015,Osh (city),Male,Non-communicable disease: Cancer,KG21,50.911854
2016,Osh (city),Male,Non-communicable disease: Cancer,KG21,64.635958
2017,Osh (city),Male,Non-communicable disease: Cancer,KG21,44.234953
2018,Osh (city),Male,Non-communicable disease: Cancer,KG21,73.033708
2019,Osh (city),Male,Non-communicable disease: Cancer,KG21,55.967633
2020,Osh (city),Male,Non-communicable disease: Cancer,KG21,52.6
2021,Osh (city),Male,Non-communicable disease: Cancer,KG21,54.5
2007,Osh (city),Female,Non-communicable disease: Cancer,KG21,43.478261
2008,Osh (city),Female,Non-communicable disease: Cancer,KG21,40.298507
2009,Osh (city),Female,Non-communicable disease: Cancer,KG21,40.178571
2010,Osh (city),Female,Non-communicable disease: Cancer,KG21,38.834951
2011,Osh (city),Female,Non-communicable disease: Cancer,KG21,46.546547
2012,Osh (city),Female,Non-communicable disease: Cancer,KG21,44.676098
2013,Osh (city),Female,Non-communicable disease: Cancer,KG21,62.271062
2014,Osh (city),Female,Non-communicable disease: Cancer,KG21,55.475504
2015,Osh (city),Female,Non-communicable disease: Cancer,KG21,51.626591
2016,Osh (city),Female,Non-communicable disease: Cancer,KG21,45.769764
2017,Osh (city),Female,Non-communicable disease: Cancer,KG21,61.694915
2018,Osh (city),Female,Non-communicable disease: Cancer,KG21,58.009229
2019,Osh (city),Female,Non-communicable disease: Cancer,KG21,61.509195
2020,Osh (city),Female,Non-communicable disease: Cancer,KG21,51.4
2021,Osh (city),Female,Non-communicable disease: Cancer,KG21,55.2
2007,,,Non-communicable disease: Diabetes,,6.890137
2008,,,Non-communicable disease: Diabetes,,6.843778
2009,,,Non-communicable disease: Diabetes,,6.222949
2010,,,Non-communicable disease: Diabetes,,5.7
2011,,,Non-communicable disease: Diabetes,,5.802673
2012,,,Non-communicable disease: Diabetes,,5.332144
2013,,,Non-communicable disease: Diabetes,,6.9
2014,,,Non-communicable disease: Diabetes,,7.2
2015,,,Non-communicable disease: Diabetes,,6.0
2016,,,Non-communicable disease: Diabetes,,6.7
2017,,,Non-communicable disease: Diabetes,,6.8
2018,,,Non-communicable disease: Diabetes,,7.3
2019,,,Non-communicable disease: Diabetes,,7.0
2020,,,Non-communicable disease: Diabetes,,9.8
2021,,,Non-communicable disease: Diabetes,,7.1
2007,,Male,Non-communicable disease: Diabetes,,6.464522
2008,,Male,Non-communicable disease: Diabetes,,5.869797
2009,,Male,Non-communicable disease: Diabetes,,5.420258
2010,,Male,Non-communicable disease: Diabetes,,4.945709
2011,,Male,Non-communicable disease: Diabetes,,5.141955
2012,,Male,Non-communicable disease: Diabetes,,5.053604
2013,,Male,Non-communicable disease: Diabetes,,5.658309
2014,,Male,Non-communicable disease: Diabetes,,6.720477
2015,,Male,Non-communicable disease: Diabetes,,5.188375
2016,,Male,Non-communicable disease: Diabetes,,5.412226
2017,,Male,Non-communicable disease: Diabetes,,6.184493
2018,,Male,Non-communicable disease: Diabetes,,6.378161
2019,,Male,Non-communicable disease: Diabetes,,6.461481
2020,,Male,Non-communicable disease: Diabetes,,9.0
2021,,Male,Non-communicable disease: Diabetes,,5.8
2007,,Female,Non-communicable disease: Diabetes,,7.304465
2008,,Female,Non-communicable disease: Diabetes,,7.791919
2009,,Female,Non-communicable disease: Diabetes,,7.005061
2010,,Female,Non-communicable disease: Diabetes,,6.416066
2011,,Female,Non-communicable disease: Diabetes,,6.446991
2012,,Female,Non-communicable disease: Diabetes,,5.604117
2013,,Female,Non-communicable disease: Diabetes,,8.090727
2014,,Female,Non-communicable disease: Diabetes,,7.595538
2015,,Female,Non-communicable disease: Diabetes,,6.847721
2016,,Female,Non-communicable disease: Diabetes,,7.985398
2017,,Female,Non-communicable disease: Diabetes,,7.388926
2018,,Female,Non-communicable disease: Diabetes,,8.251239
2019,,Female,Non-communicable disease: Diabetes,,7.623966
2020,,Female,Non-communicable disease: Diabetes,,10.7
2021,,Female,Non-communicable disease: Diabetes,,8.3
2007,Batken,,Non-communicable disease: Diabetes,KG05,8.072175
2008,Batken,,Non-communicable disease: Diabetes,KG05,5.651048
2009,Batken,,Non-communicable disease: Diabetes,KG05,4.64684
2010,Batken,,Non-communicable disease: Diabetes,KG05,4.115226
2011,Batken,,Non-communicable disease: Diabetes,KG05,3.146775
2012,Batken,,Non-communicable disease: Diabetes,KG05,5.509035
2013,Batken,,Non-communicable disease: Diabetes,KG05,4.522938
2014,Batken,,Non-communicable disease: Diabetes,KG05,5.892256
2015,Batken,,Non-communicable disease: Diabetes,KG05,6.165228
2016,Batken,,Non-communicable disease: Diabetes,KG05,7.026701
2017,Batken,,Non-communicable disease: Diabetes,KG05,6.096362
2018,Batken,,Non-communicable disease: Diabetes,KG05,5.390836
2019,Batken,,Non-communicable disease: Diabetes,KG05,7.341867
2020,Batken,,Non-communicable disease: Diabetes,KG05,8.3
2021,Batken,,Non-communicable disease: Diabetes,KG05,10.8
2007,Batken,Male,Non-communicable disease: Diabetes,KG05,7.940215
2008,Batken,Male,Non-communicable disease: Diabetes,KG05,2.777778
2009,Batken,Male,Non-communicable disease: Diabetes,KG05,3.652968
2010,Batken,Male,Non-communicable disease: Diabetes,KG05,1.349528
2011,Batken,Male,Non-communicable disease: Diabetes,KG05,3.542958
2012,Batken,Male,Non-communicable disease: Diabetes,KG05,6.076389
2013,Batken,Male,Non-communicable disease: Diabetes,KG05,5.086901
2014,Batken,Male,Non-communicable disease: Diabetes,KG05,7.036424
2015,Batken,Male,Non-communicable disease: Diabetes,KG05,6.464646
2016,Batken,Male,Non-communicable disease: Diabetes,KG05,7.498027
2017,Batken,Male,Non-communicable disease: Diabetes,KG05,5.795981
2018,Batken,Male,Non-communicable disease: Diabetes,KG05,6.049149
2019,Batken,Male,Non-communicable disease: Diabetes,KG05,8.130081
2020,Batken,Male,Non-communicable disease: Diabetes,KG05,9.0
2021,Batken,Male,Non-communicable disease: Diabetes,KG05,6.4
2007,Batken,Female,Non-communicable disease: Diabetes,KG05,8.208595
2008,Batken,Female,Non-communicable disease: Diabetes,KG05,8.62482
2009,Batken,Female,Non-communicable disease: Diabetes,KG05,5.676443
2010,Batken,Female,Non-communicable disease: Diabetes,KG05,6.973501
2011,Batken,Female,Non-communicable disease: Diabetes,KG05,2.738476
2012,Batken,Female,Non-communicable disease: Diabetes,KG05,4.923903
2013,Batken,Female,Non-communicable disease: Diabetes,KG05,3.940455
2014,Batken,Female,Non-communicable disease: Diabetes,KG05,4.708904
2015,Batken,Female,Non-communicable disease: Diabetes,KG05,5.855291
2016,Batken,Female,Non-communicable disease: Diabetes,KG05,6.538619
2017,Batken,Female,Non-communicable disease: Diabetes,KG05,6.407689
2018,Batken,Female,Non-communicable disease: Diabetes,KG05,4.707729
2019,Batken,Female,Non-communicable disease: Diabetes,KG05,6.523408
2020,Batken,Female,Non-communicable disease: Diabetes,KG05,7.5
2021,Batken,Female,Non-communicable disease: Diabetes,KG05,15.5
2007,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,6.578947
2008,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,9.104552
2009,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,8.374384
2010,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,7.670648
2011,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,7.939545
2012,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,7.602065
2013,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,9.558824
2014,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,10.622974
2015,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,8.991537
2016,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,8.552177
2017,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,8.815801
2018,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,10.39501
2019,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,10.43535
2020,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,16.0
2021,Jalal-Abad,,Non-communicable disease: Diabetes,KG03,13.1
2007,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,6.881198
2008,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,8.8
2009,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,7.678677
2010,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,6.789525
2011,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,8.024455
2012,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,7.494847
2013,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,6.601871
2014,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,9.872554
2015,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,8.428446
2016,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,6.017882
2017,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,7.418648
2018,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,7.439246
2019,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,8.587168
2020,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,15.6
2021,Jalal-Abad,Male,Non-communicable disease: Diabetes,KG03,10.0
2007,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,6.276574
2008,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,9.409409
2009,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,9.071189
2010,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,8.553655
2011,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,7.854406
2012,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,7.709665
2013,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,12.529943
2014,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,11.378003
2015,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,9.559214
2016,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,11.111111
2017,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,10.228435
2018,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,13.386881
2019,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,12.307187
2020,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,16.4
2021,Jalal-Abad,Female,Non-communicable disease: Diabetes,KG03,16.3
2007,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,10.366275
2008,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.186984
2009,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,8.191126
2010,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,8.128246
2011,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.946
2012,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.434435
2013,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,8.991228
2014,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,8.889853
2015,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.20985
2016,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.970849
2017,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,10.418837
2018,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,13.157895
2019,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,9.129641
2020,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,14.6
2021,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.9
2007,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,8.882655
2008,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,4.180214
2009,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,8.743672
2010,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,7.29927
2011,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,5.424955
2012,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,6.711409
2013,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,7.954043
2014,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,7.860262
2015,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,4.741379
2016,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,5.947324
2017,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,12.981575
2018,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,11.147812
2019,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,7.739308
2020,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,13.3
2021,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,5.2
2007,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,11.807448
2008,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,8.141113
2009,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,7.650765
2010,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,8.940545
2011,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,8.440693
2012,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,6.161972
2013,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,10.013061
2014,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,9.905254
2015,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,7.659574
2016,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,7.983193
2017,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,7.880547
2018,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,15.151515
2019,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,10.509297
2020,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,16.0
2021,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,8.7
2007,Naryn,,Non-communicable disease: Diabetes,KG04,5.445352
2008,Naryn,,Non-communicable disease: Diabetes,KG04,3.889537
2009,Naryn,,Non-communicable disease: Diabetes,KG04,6.581494
2010,Naryn,,Non-communicable disease: Diabetes,KG04,4.219409
2011,Naryn,,Non-communicable disease: Diabetes,KG04,6.069803
2012,Naryn,,Non-communicable disease: Diabetes,KG04,3.752345
2013,Naryn,,Non-communicable disease: Diabetes,KG04,3.707824
2014,Naryn,,Non-communicable disease: Diabetes,KG04,6.959707
2015,Naryn,,Non-communicable disease: Diabetes,KG04,4.708439
2016,Naryn,,Non-communicable disease: Diabetes,KG04,5.010737
2017,Naryn,,Non-communicable disease: Diabetes,KG04,3.893805
2018,Naryn,,Non-communicable disease: Diabetes,KG04,7.358094
2019,Naryn,,Non-communicable disease: Diabetes,KG04,7.63094
2020,Naryn,,Non-communicable disease: Diabetes,KG04,9.6
2021,Naryn,,Non-communicable disease: Diabetes,KG04,7.5
2007,Naryn,Male,Non-communicable disease: Diabetes,KG04,5.39707
2008,Naryn,Male,Non-communicable disease: Diabetes,KG04,3.079292
2009,Naryn,Male,Non-communicable disease: Diabetes,KG04,4.594181
2010,Naryn,Male,Non-communicable disease: Diabetes,KG04,1.515152
2011,Naryn,Male,Non-communicable disease: Diabetes,KG04,5.988024
2012,Naryn,Male,Non-communicable disease: Diabetes,KG04,1.47929
2013,Naryn,Male,Non-communicable disease: Diabetes,KG04,3.652301
2014,Naryn,Male,Non-communicable disease: Diabetes,KG04,7.220217
2015,Naryn,Male,Non-communicable disease: Diabetes,KG04,4.282655
2016,Naryn,Male,Non-communicable disease: Diabetes,KG04,7.052186
2017,Naryn,Male,Non-communicable disease: Diabetes,KG04,2.089136
2018,Naryn,Male,Non-communicable disease: Diabetes,KG04,5.509642
2019,Naryn,Male,Non-communicable disease: Diabetes,KG04,5.453306
2020,Naryn,Male,Non-communicable disease: Diabetes,KG04,8.1
2021,Naryn,Male,Non-communicable disease: Diabetes,KG04,10.7
2007,Naryn,Female,Non-communicable disease: Diabetes,KG04,5.494505
2008,Naryn,Female,Non-communicable disease: Diabetes,KG04,4.716981
2009,Naryn,Female,Non-communicable disease: Diabetes,KG04,8.613939
2010,Naryn,Female,Non-communicable disease: Diabetes,KG04,6.993007
2011,Naryn,Female,Non-communicable disease: Diabetes,KG04,6.153846
2012,Naryn,Female,Non-communicable disease: Diabetes,KG04,6.092917
2013,Naryn,Female,Non-communicable disease: Diabetes,KG04,3.76506
2014,Naryn,Female,Non-communicable disease: Diabetes,KG04,6.69145
2015,Naryn,Female,Non-communicable disease: Diabetes,KG04,5.147059
2016,Naryn,Female,Non-communicable disease: Diabetes,KG04,2.906977
2017,Naryn,Female,Non-communicable disease: Diabetes,KG04,5.759539
2018,Naryn,Female,Non-communicable disease: Diabetes,KG04,9.272468
2019,Naryn,Female,Non-communicable disease: Diabetes,KG04,9.887006
2020,Naryn,Female,Non-communicable disease: Diabetes,KG04,11.2
2021,Naryn,Female,Non-communicable disease: Diabetes,KG04,4.2
2007,Osh,,Non-communicable disease: Diabetes,KG06,6.482682
2008,Osh,,Non-communicable disease: Diabetes,KG06,5.398481
2009,Osh,,Non-communicable disease: Diabetes,KG06,5.588103
2010,Osh,,Non-communicable disease: Diabetes,KG06,5.158307
2011,Osh,,Non-communicable disease: Diabetes,KG06,4.651979
2012,Osh,,Non-communicable disease: Diabetes,KG06,4.739336
2013,Osh,,Non-communicable disease: Diabetes,KG06,4.803641
2014,Osh,,Non-communicable disease: Diabetes,KG06,5.106663
2015,Osh,,Non-communicable disease: Diabetes,KG06,5.707395
2016,Osh,,Non-communicable disease: Diabetes,KG06,5.496231
2017,Osh,,Non-communicable disease: Diabetes,KG06,6.073186
2018,Osh,,Non-communicable disease: Diabetes,KG06,6.626506
2019,Osh,,Non-communicable disease: Diabetes,KG06,6.789668
2020,Osh,,Non-communicable disease: Diabetes,KG06,7.6
2021,Osh,,Non-communicable disease: Diabetes,KG06,5.1
2007,Osh,Male,Non-communicable disease: Diabetes,KG06,5.880191
2008,Osh,Male,Non-communicable disease: Diabetes,KG06,5.266025
2009,Osh,Male,Non-communicable disease: Diabetes,KG06,4.291845
2010,Osh,Male,Non-communicable disease: Diabetes,KG06,4.943503
2011,Osh,Male,Non-communicable disease: Diabetes,KG06,4.707113
2012,Osh,Male,Non-communicable disease: Diabetes,KG06,3.422313
2013,Osh,Male,Non-communicable disease: Diabetes,KG06,4.683841
2014,Osh,Male,Non-communicable disease: Diabetes,KG06,4.902762
2015,Osh,Male,Non-communicable disease: Diabetes,KG06,4.942602
2016,Osh,Male,Non-communicable disease: Diabetes,KG06,4.201681
2017,Osh,Male,Non-communicable disease: Diabetes,KG06,5.785627
2018,Osh,Male,Non-communicable disease: Diabetes,KG06,7.005515
2019,Osh,Male,Non-communicable disease: Diabetes,KG06,7.29927
2020,Osh,Male,Non-communicable disease: Diabetes,KG06,6.0
2021,Osh,Male,Non-communicable disease: Diabetes,KG06,3.7
2007,Osh,Female,Non-communicable disease: Diabetes,KG06,7.094847
2008,Osh,Female,Non-communicable disease: Diabetes,KG06,5.533014
2009,Osh,Female,Non-communicable disease: Diabetes,KG06,6.905324
2010,Osh,Female,Non-communicable disease: Diabetes,KG06,5.376344
2011,Osh,Female,Non-communicable disease: Diabetes,KG06,4.596076
2012,Osh,Female,Non-communicable disease: Diabetes,KG06,6.075334
2013,Osh,Female,Non-communicable disease: Diabetes,KG06,4.925272
2014,Osh,Female,Non-communicable disease: Diabetes,KG06,5.313849
2015,Osh,Female,Non-communicable disease: Diabetes,KG06,6.485084
2016,Osh,Female,Non-communicable disease: Diabetes,KG06,6.81458
2017,Osh,Female,Non-communicable disease: Diabetes,KG06,6.36646
2018,Osh,Female,Non-communicable disease: Diabetes,KG06,6.239537
2019,Osh,Female,Non-communicable disease: Diabetes,KG06,6.268657
2020,Osh,Female,Non-communicable disease: Diabetes,KG06,9.2
2021,Osh,Female,Non-communicable disease: Diabetes,KG06,6.6
2007,Talas,,Non-communicable disease: Diabetes,KG07,7.633588
2008,Talas,,Non-communicable disease: Diabetes,KG07,7.555556
2009,Talas,,Non-communicable disease: Diabetes,KG07,10.105448
2010,Talas,,Non-communicable disease: Diabetes,KG07,5.208333
2011,Talas,,Non-communicable disease: Diabetes,KG07,2.996575
2012,Talas,,Non-communicable disease: Diabetes,KG07,4.2123
2013,Talas,,Non-communicable disease: Diabetes,KG07,6.213753
2014,Talas,,Non-communicable disease: Diabetes,KG07,4.891969
2015,Talas,,Non-communicable disease: Diabetes,KG07,0.802246
2016,Talas,,Non-communicable disease: Diabetes,KG07,2.764613
2017,Talas,,Non-communicable disease: Diabetes,KG07,3.501946
2018,Talas,,Non-communicable disease: Diabetes,KG07,3.062787
2019,Talas,,Non-communicable disease: Diabetes,KG07,3.014318
2020,Talas,,Non-communicable disease: Diabetes,KG07,5.6
2021,Talas,,Non-communicable disease: Diabetes,KG07,3.7
2007,Talas,Male,Non-communicable disease: Diabetes,KG07,7.187781
2008,Talas,Male,Non-communicable disease: Diabetes,KG07,7.992895
