Year,Территория,Пол,COMPOSITE_BREAKDOWN,Value
2009,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,933.0
2010,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,809.0
2011,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,901.0
2012,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,851.0
2013,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,780.0
2014,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,830.0
2015,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,780.0
2016,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,844.0
2017,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,832.0
2018,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,897.0
2019,Чуйская область,Женщины,Неинфекционные заболевания: Онкологические заболевания,919.0
2007,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,823.0
2008,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,826.0
2009,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,758.0
2010,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,781.0
2011,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,698.0
2012,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,674.0
2013,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,693.0
2014,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,731.0
2015,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,766.0
2016,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,665.0
2017,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,691.0
2018,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,693.0
2019,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,642.0
2020,г. Бишкек,,Неинфекционные заболевания: Онкологические заболевания,688.0
2007,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,847.0
2008,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,865.0
2009,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,802.0
2010,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,793.0
2011,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,710.0
2012,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,730.0
2013,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,700.0
2014,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,741.0
2015,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,766.0
2016,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,651.0
2017,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,686.0
2018,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,669.0
2019,г. Бишкек,Мужчины,Неинфекционные заболевания: Онкологические заболевания,637.0
2007,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,802.0
2008,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,791.0
2009,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,720.0
2010,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,770.0
2011,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,687.0
2012,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,625.0
2013,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,686.0
2014,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,722.0
2015,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,766.0
2016,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,676.0
2017,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,696.0
2018,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,713.0
2019,г. Бишкек,Женщины,Неинфекционные заболевания: Онкологические заболевания,646.0
2007,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,468.0
2008,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,505.0
2009,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,503.0
2010,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,462.0
2011,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,582.0
2012,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,504.0
2013,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,647.0
2014,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,523.0
2015,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,513.0
2016,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,549.0
2017,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,533.0
2018,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,653.0
2019,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,588.0
2020,г. Ош,,Неинфекционные заболевания: Онкологические заболевания,520.0
2007,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,504.0
2008,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,615.0
2009,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,612.0
2010,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,542.0
2011,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,710.0
2012,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,565.0
2013,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,673.0
2014,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,489.0
2015,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,509.0
2016,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,646.0
2017,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,442.0
2018,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,730.0
2019,г. Ош,Мужчины,Неинфекционные заболевания: Онкологические заболевания,560.0
2007,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,435.0
2008,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,403.0
2009,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,402.0
2010,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,388.0
2011,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,465.0
2012,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,447.0
2013,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,623.0
2014,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,555.0
2015,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,516.0
2016,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,458.0
2017,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,617.0
2018,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,580.0
2019,г. Ош,Женщины,Неинфекционные заболевания: Онкологические заболевания,615.0
2007,,,Неинфекционные заболевания: Диабет,69.0
2008,,,Неинфекционные заболевания: Диабет,68.0
2009,,,Неинфекционные заболевания: Диабет,62.0
2010,,,Неинфекционные заболевания: Диабет,57.0
2011,,,Неинфекционные заболевания: Диабет,58.0
2012,,,Неинфекционные заболевания: Диабет,53.0
2013,,,Неинфекционные заболевания: Диабет,69.0
2014,,,Неинфекционные заболевания: Диабет,72.0
2015,,,Неинфекционные заболевания: Диабет,60.0
2016,,,Неинфекционные заболевания: Диабет,67.0
2017,,,Неинфекционные заболевания: Диабет,68.0
2018,,,Неинфекционные заболевания: Диабет,73.0
2019,,,Неинфекционные заболевания: Диабет,70.0
2020,,,Неинфекционные заболевания: Диабет,98.0
2007,,Мужчины,Неинфекционные заболевания: Диабет,65.0
2008,,Мужчины,Неинфекционные заболевания: Диабет,59.0
2009,,Мужчины,Неинфекционные заболевания: Диабет,54.0
2010,,Мужчины,Неинфекционные заболевания: Диабет,49.0
2011,,Мужчины,Неинфекционные заболевания: Диабет,51.0
2012,,Мужчины,Неинфекционные заболевания: Диабет,51.0
2013,,Мужчины,Неинфекционные заболевания: Диабет,57.0
2014,,Мужчины,Неинфекционные заболевания: Диабет,67.0
2015,,Мужчины,Неинфекционные заболевания: Диабет,52.0
2016,,Мужчины,Неинфекционные заболевания: Диабет,54.0
2017,,Мужчины,Неинфекционные заболевания: Диабет,62.0
2018,,Мужчины,Неинфекционные заболевания: Диабет,64.0
2019,,Мужчины,Неинфекционные заболевания: Диабет,65.0
2020,,Мужчины,Неинфекционные заболевания: Диабет,90.0
2007,,Женщины,Неинфекционные заболевания: Диабет,73.0
2008,,Женщины,Неинфекционные заболевания: Диабет,78.0
2009,,Женщины,Неинфекционные заболевания: Диабет,70.0
2010,,Женщины,Неинфекционные заболевания: Диабет,64.0
2011,,Женщины,Неинфекционные заболевания: Диабет,64.0
2012,,Женщины,Неинфекционные заболевания: Диабет,56.0
2013,,Женщины,Неинфекционные заболевания: Диабет,81.0
2014,,Женщины,Неинфекционные заболевания: Диабет,76.0
2015,,Женщины,Неинфекционные заболевания: Диабет,68.0
2016,,Женщины,Неинфекционные заболевания: Диабет,80.0
2017,,Женщины,Неинфекционные заболевания: Диабет,74.0
2018,,Женщины,Неинфекционные заболевания: Диабет,83.0
2019,,Женщины,Неинфекционные заболевания: Диабет,76.0
2020,,Женщины,Неинфекционные заболевания: Диабет,107.0
2007,Баткенская область,,Неинфекционные заболевания: Диабет,81.0
2008,Баткенская область,,Неинфекционные заболевания: Диабет,57.0
2009,Баткенская область,,Неинфекционные заболевания: Диабет,46.0
2010,Баткенская область,,Неинфекционные заболевания: Диабет,41.0
2011,Баткенская область,,Неинфекционные заболевания: Диабет,31.0
2012,Баткенская область,,Неинфекционные заболевания: Диабет,55.0
2013,Баткенская область,,Неинфекционные заболевания: Диабет,45.0
2014,Баткенская область,,Неинфекционные заболевания: Диабет,59.0
2015,Баткенская область,,Неинфекционные заболевания: Диабет,62.0
2016,Баткенская область,,Неинфекционные заболевания: Диабет,70.0
2017,Баткенская область,,Неинфекционные заболевания: Диабет,61.0
2018,Баткенская область,,Неинфекционные заболевания: Диабет,54.0
2019,Баткенская область,,Неинфекционные заболевания: Диабет,73.0
2020,Баткенская область,,Неинфекционные заболевания: Диабет,83.0
2007,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,79.0
2008,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,28.0
2009,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,37.0
2010,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,13.0
2011,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,35.0
2012,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,61.0
2013,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,51.0
2014,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,70.0
2015,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,65.0
2016,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,75.0
2017,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,58.0
2018,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,60.0
2019,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,81.0
2020,Баткенская область,Мужчины,Неинфекционные заболевания: Диабет,90.0
2007,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,82.0
2008,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,86.0
2009,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,57.0
2010,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,70.0
2011,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,27.0
2012,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,49.0
2013,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,39.0
2014,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,47.0
2015,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,59.0
2016,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,65.0
2017,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,64.0
2018,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,47.0
2019,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,65.0
2020,Баткенская область,Женщины,Неинфекционные заболевания: Диабет,75.0
2007,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,66.0
2008,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,91.0
2009,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,84.0
2010,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,77.0
2011,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,79.0
2012,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,76.0
2013,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,96.0
2014,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,106.0
2015,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,90.0
2016,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,86.0
2017,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,88.0
2018,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,104.0
2019,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,104.0
2020,Джалал-Абадская область,,Неинфекционные заболевания: Диабет,160.0
2007,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,69.0
2008,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,88.0
2009,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,77.0
2010,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,68.0
2011,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,80.0
2012,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,75.0
2013,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,66.0
2014,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,99.0
2015,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,84.0
2016,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,60.0
2017,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,74.0
2018,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,74.0
2019,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,86.0
2020,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Диабет,156.0
2007,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,63.0
2008,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,94.0
2009,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,91.0
2010,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,86.0
2011,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,79.0
2012,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,77.0
2013,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,125.0
2014,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,114.0
2015,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,96.0
2016,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,111.0
2017,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,102.0
2018,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,134.0
2019,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,123.0
2020,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Диабет,164.0
2007,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,104.0
2008,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,62.0
2009,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,82.0
2010,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,81.0
2011,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,69.0
2012,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,64.0
2013,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,90.0
2014,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,89.0
2015,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,62.0
2016,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,70.0
2017,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,104.0
2018,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,132.0
2019,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,91.0
2020,Иссык-Кульская область,,Неинфекционные заболевания: Диабет,146.0
2007,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,89.0
2008,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,42.0
2009,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,87.0
2010,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,73.0
2011,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,54.0
2012,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,67.0
2013,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,80.0
2014,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,79.0
2015,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,47.0
2016,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,59.0
2017,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,130.0
2018,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,111.0
2019,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,77.0
2020,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Диабет,133.0
2007,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,118.0
2008,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,81.0
2009,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,77.0
2010,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,89.0
2011,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,84.0
2012,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,62.0
2013,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,100.0
2014,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,99.0
2015,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,77.0
2016,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,80.0
2017,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,79.0
2018,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,152.0
2019,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,105.0
2020,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Диабет,160.0
2007,Нарынская область,,Неинфекционные заболевания: Диабет,54.0
2008,Нарынская область,,Неинфекционные заболевания: Диабет,39.0
2009,Нарынская область,,Неинфекционные заболевания: Диабет,66.0
2010,Нарынская область,,Неинфекционные заболевания: Диабет,42.0
2011,Нарынская область,,Неинфекционные заболевания: Диабет,61.0
2012,Нарынская область,,Неинфекционные заболевания: Диабет,38.0
2013,Нарынская область,,Неинфекционные заболевания: Диабет,37.0
2014,Нарынская область,,Неинфекционные заболевания: Диабет,70.0
2015,Нарынская область,,Неинфекционные заболевания: Диабет,47.0
2016,Нарынская область,,Неинфекционные заболевания: Диабет,50.0
2017,Нарынская область,,Неинфекционные заболевания: Диабет,39.0
2018,Нарынская область,,Неинфекционные заболевания: Диабет,74.0
2019,Нарынская область,,Неинфекционные заболевания: Диабет,76.0
2020,Нарынская область,,Неинфекционные заболевания: Диабет,96.0
2007,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,54.0
2008,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,31.0
2009,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,46.0
2010,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,15.0
2011,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,60.0
2012,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,15.0
2013,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,37.0
2014,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,72.0
2015,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,43.0
2016,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,71.0
2017,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,21.0
2018,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,55.0
2019,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,55.0
2020,Нарынская область,Мужчины,Неинфекционные заболевания: Диабет,81.0
2007,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,55.0
2008,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,47.0
2009,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,86.0
2010,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,70.0
2011,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,62.0
2012,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,61.0
2013,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,38.0
2014,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,67.0
2015,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,51.0
2016,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,29.0
2017,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,58.0
2018,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,93.0
2019,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,99.0
2020,Нарынская область,Женщины,Неинфекционные заболевания: Диабет,112.0
2007,Ошская область,,Неинфекционные заболевания: Диабет,65.0
2008,Ошская область,,Неинфекционные заболевания: Диабет,54.0
2009,Ошская область,,Неинфекционные заболевания: Диабет,56.0
2010,Ошская область,,Неинфекционные заболевания: Диабет,52.0
2011,Ошская область,,Неинфекционные заболевания: Диабет,47.0
2012,Ошская область,,Неинфекционные заболевания: Диабет,47.0
2013,Ошская область,,Неинфекционные заболевания: Диабет,48.0
2014,Ошская область,,Неинфекционные заболевания: Диабет,51.0
2015,Ошская область,,Неинфекционные заболевания: Диабет,57.0
2016,Ошская область,,Неинфекционные заболевания: Диабет,55.0
2017,Ошская область,,Неинфекционные заболевания: Диабет,61.0
2018,Ошская область,,Неинфекционные заболевания: Диабет,66.0
2019,Ошская область,,Неинфекционные заболевания: Диабет,68.0
2020,Ошская область,,Неинфекционные заболевания: Диабет,76.0
2007,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,59.0
2008,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,53.0
2009,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,43.0
2010,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,49.0
2011,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,47.0
2012,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,34.0
2013,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,47.0
2014,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,49.0
2015,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,49.0
2016,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,42.0
2017,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,58.0
2018,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,70.0
2019,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,73.0
2020,Ошская область,Мужчины,Неинфекционные заболевания: Диабет,60.0
2007,Ошская область,Женщины,Неинфекционные заболевания: Диабет,71.0
2008,Ошская область,Женщины,Неинфекционные заболевания: Диабет,55.0
2009,Ошская область,Женщины,Неинфекционные заболевания: Диабет,69.0
2010,Ошская область,Женщины,Неинфекционные заболевания: Диабет,54.0
2011,Ошская область,Женщины,Неинфекционные заболевания: Диабет,46.0
2012,Ошская область,Женщины,Неинфекционные заболевания: Диабет,61.0
2013,Ошская область,Женщины,Неинфекционные заболевания: Диабет,49.0
2014,Ошская область,Женщины,Неинфекционные заболевания: Диабет,53.0
2015,Ошская область,Женщины,Неинфекционные заболевания: Диабет,65.0
2016,Ошская область,Женщины,Неинфекционные заболевания: Диабет,68.0
2017,Ошская область,Женщины,Неинфекционные заболевания: Диабет,64.0
2018,Ошская область,Женщины,Неинфекционные заболевания: Диабет,62.0
2019,Ошская область,Женщины,Неинфекционные заболевания: Диабет,63.0
2020,Ошская область,Женщины,Неинфекционные заболевания: Диабет,92.0
2007,Таласская область,,Неинфекционные заболевания: Диабет,76.0
2008,Таласская область,,Неинфекционные заболевания: Диабет,76.0
2009,Таласская область,,Неинфекционные заболевания: Диабет,101.0
2010,Таласская область,,Неинфекционные заболевания: Диабет,52.0
2011,Таласская область,,Неинфекционные заболевания: Диабет,30.0
2012,Таласская область,,Неинфекционные заболевания: Диабет,42.0
2013,Таласская область,,Неинфекционные заболевания: Диабет,62.0
2014,Таласская область,,Неинфекционные заболевания: Диабет,49.0
2015,Таласская область,,Неинфекционные заболевания: Диабет,8.0
2016,Таласская область,,Неинфекционные заболевания: Диабет,28.0
2017,Таласская область,,Неинфекционные заболевания: Диабет,35.0
2018,Таласская область,,Неинфекционные заболевания: Диабет,31.0
2019,Таласская область,,Неинфекционные заболевания: Диабет,30.0
2020,Таласская область,,Неинфекционные заболевания: Диабет,56.0
2007,Таласская область,Мужчины,Неинфекционные заболевания: Диабет,72.0
2008,Таласская область,Мужчины,Неинфекционные заболевания: Диабет,80.0
2009,Таласская область,Мужчины,Неинфекционные заболевания: Диабет,105.0
2010,Таласская область,Мужчины,Неинфекционные заболевания: Диабет,52.0
2011,Таласская область,Мужчины,Неинфекционные заболевания: Диабет,17.0
2012,Таласская область,Мужчины,Неинфекционные заболевания: Диабет,50.0
2013,Таласская область,Мужчины,Неинфекционные заболевания: Диабет,58.0
2014,Таласская область,Мужчины,Неинфекционные заболевания: Диабет,49.0
